Time - Plot 0	Amplitude - Plot 0
0	253
1	260
2	248
3	253
4	251
5	250
6	252
7	251
8	256
9	254
10	252
11	258
12	250
13	254
14	257
15	257
16	254
17	259
18	255
19	255
20	251
21	251
22	265
23	257
24	258
25	258
26	257
27	260
28	269
29	255
30	255
31	262
32	256
33	254
34	259
35	271
36	267
37	257
38	272
39	255
40	258
41	264
42	269
43	269
44	267
45	281
46	260
47	260
48	269
49	264
50	260
51	263
52	267
53	259
54	267
55	263
56	263
57	261
58	269
59	263
60	261
61	266
62	266
63	264
64	273
65	268
66	267
67	265
68	263
69	272
70	267
71	263
72	265
73	264
74	267
75	262
76	267
77	261
78	267
79	269
80	274
81	267
82	262
83	269
84	266
85	263
86	267
87	259
88	269
89	266
90	275
91	269
92	261
93	265
94	265
95	271
96	270
97	269
98	264
99	264
100	267
101	266
102	269
103	276
104	268
105	268
106	261
107	271
108	269
109	278
110	267
111	269
112	274
113	276
114	273
115	263
116	268
117	266
118	267
119	266
120	265
121	265
122	269
123	267
124	267
125	262
126	267
127	266
128	273
129	264
130	263
131	269
132	282
133	266
134	266
135	266
136	270
137	280
138	267
139	265
140	265
141	263
142	267
143	268
144	264
145	275
146	261
147	282
148	264
149	267
150	265
151	263
152	267
153	264
154	263
155	266
156	261
157	266
158	268
159	270
160	269
161	265
162	278
163	262
164	266
165	273
166	270
167	274
168	267
169	267
170	275
171	266
172	273
173	263
174	264
175	267
176	264
177	262
178	267
179	269
180	276
181	273
182	266
183	266
184	266
185	264
186	263
187	265
188	265
189	275
190	268
191	266
192	271
193	269
194	264
195	267
196	271
197	290
198	274
199	266
200	271
201	268
202	267
203	270
204	282
205	268
206	266
207	278
208	283
209	269
210	270
211	270
212	264
213	269
214	272
215	268
216	267
217	270
218	274
219	273
220	269
221	270
222	286
223	281
224	271
225	267
226	272
227	270
228	275
229	273
230	271
231	267
232	272
233	281
234	276
235	273
236	272
237	269
238	277
239	283
240	279
241	268
242	274
243	279
244	276
245	282
246	282
247	285
248	284
249	280
250	288
251	289
252	292
253	283
254	288
255	293
256	286
257	290
258	288
259	287
260	294
261	296
262	294
263	292
264	291
265	291
266	287
267	295
268	290
269	296
270	287
271	291
272	293
273	288
274	293
275	288
276	292
277	287
278	299
279	308
280	291
281	286
282	287
283	293
284	290
285	280
286	285
287	286
288	281
289	280
290	281
291	283
292	296
293	282
294	269
295	279
296	286
297	282
298	278
299	279
300	274
301	274
302	276
303	307
304	275
305	301
306	274
307	276
308	276
309	282
310	272
311	281
312	272
313	271
314	276
315	271
316	273
317	273
318	275
319	274
320	273
321	268
322	268
323	277
324	283
325	275
326	271
327	268
328	269
329	268
330	280
331	275
332	268
333	270
334	268
335	305
336	274
337	285
338	271
339	283
340	263
341	278
342	270
343	267
344	267
345	268
346	274
347	270
348	269
349	268
350	271
351	270
352	274
353	268
354	267
355	273
356	271
357	268
358	269
359	266
360	271
361	273
362	269
363	270
364	264
365	275
366	272
367	267
368	267
369	268
370	271
371	283
372	269
373	270
374	278
375	274
376	279
377	278
378	269
379	275
380	269
381	271
382	272
383	273
384	273
385	272
386	277
387	283
388	270
389	270
390	270
