Time - Plot 0	Amplitude - Plot 0
0	534
1	614
2	498
3	570
4	520
5	530
6	538
7	534
8	575
9	553
10	545
11	566
12	518
13	563
14	598
15	571
16	550
17	554
18	561
19	565
20	546
21	521
22	646
23	553
24	579
25	549
26	582
27	601
28	682
29	550
30	555
31	614
32	562
33	562
34	597
35	652
36	669
37	546
38	721
39	567
40	554
41	627
42	690
43	689
44	673
45	798
46	592
47	619
48	663
49	642
50	596
51	606
52	607
53	596
54	613
55	594
56	635
57	618
58	696
59	591
60	600
61	651
62	624
63	654
64	753
65	665
66	629
67	633
68	644
69	729
70	615
71	637
72	628
73	624
74	627
75	627
76	655
77	629
78	664
79	639
80	713
81	647
82	635
83	631
84	629
85	616
86	645
87	604
88	641
89	622
90	701
91	650
92	623
93	653
94	608
95	667
96	638
97	664
98	640
99	639
100	674
101	634
102	643
103	688
104	644
105	660
106	613
107	647
108	631
109	737
110	648
111	625
112	731
113	695
114	744
115	620
116	649
117	634
118	632
119	612
120	628
121	627
122	651
123	626
124	626
125	609
126	646
127	655
128	720
129	630
130	654
131	669
132	823
133	662
134	652
135	653
136	695
137	783
138	715
139	673
140	729
141	693
142	723
143	744
144	756
145	842
146	748
147	895
148	762
149	816
150	834
151	786
152	833
153	814
154	810
155	814
156	786
157	831
158	842
159	846
160	804
161	815
162	919
163	772
164	786
165	821
166	796
167	834
168	827
169	788
170	845
171	723
172	768
173	712
174	732
175	788
176	683
177	696
178	680
179	744
180	788
181	729
182	635
183	649
184	628
185	648
186	664
187	665
188	617
189	699
190	687
191	675
192	673
193	663
194	609
195	633
196	684
197	874
198	720
199	623
200	662
201	615
202	637
203	642
204	762
205	611
206	577
207	744
208	749
209	615
210	633
211	622
212	613
213	605
214	648
215	610
216	596
217	657
218	630
219	628
220	616
221	634
222	766
223	755
224	643
225	594
226	630
227	628
228	613
229	659
230	622
231	615
232	637
233	680
234	707
235	601
236	665
237	608
238	653
239	721
240	655
241	642
242	644
243	681
244	648
245	669
246	740
247	751
248	762
249	755
250	767
251	762
252	787
253	788
254	777
255	839
256	789
257	807
258	822
259	797
260	878
261	898
262	840
263	825
264	813
265	849
266	798
267	857
268	823
269	866
270	794
271	831
272	845
273	810
274	805
275	794
276	833
277	813
278	923
279	992
280	818
281	822
282	781
283	848
284	780
285	775
286	783
287	778
288	764
289	742
290	755
291	781
292	858
293	759
294	659
295	668
296	729
297	720
298	732
299	665
300	657
301	679
302	663
303	1021
304	713
305	932
306	641
307	655
308	668
309	758
310	650
311	727
312	651
313	657
314	719
315	635
316	662
317	648
318	648
319	663
320	669
321	678
322	655
323	700
324	760
325	656
326	666
327	648
328	651
329	657
330	746
331	713
332	653
333	633
334	657
335	991
336	691
337	816
338	663
339	762
340	637
341	742
342	669
343	666
344	644
345	657
346	699
347	687
348	667
349	660
350	678
351	691
352	685
353	681
354	679
355	687
356	663
357	655
358	656
359	674
360	673
361	692
362	682
363	660
364	643
365	699
366	661
367	672
368	674
369	667
370	683
371	763
372	673
373	670
374	771
375	737
376	760
377	715
378	672
379	725
380	686
381	678
382	675
383	687
384	690
385	762
386	709
387	810
388	671
389	704
390	704
391	728
392	795
393	671
394	764
395	699
396	707
397	747
398	724
399	689
400	678
401	695
402	790
403	721
404	703
405	743
406	722
407	709
408	667
409	693
410	691
411	688
412	705
413	689
414	779
415	676
416	705
417	795
418	695
419	760
420	710
421	746
422	695
423	692
424	821
425	701
426	690
427	704
428	692
429	700
430	697
431	738
432	692
433	722
434	731
435	720
436	682
437	715
438	723
439	693
440	712
441	699
442	709
443	755
444	848
445	758
446	722
447	705
448	995
449	704
450	677
451	748
452	710
453	750
454	704
455	728
456	788
457	713
458	673
459	718
460	777
461	720
