Time - Plot 0	Amplitude - Plot 0
0	249
1	258
2	246
3	254
4	250
5	249
6	251
7	253
8	258
9	258
10	252
11	256
12	254
13	255
14	256
15	255
16	255
17	254
18	257
19	257
20	249
21	253
22	264
23	255
24	257
25	256
26	254
27	256
28	266
29	251
30	252
31	260
32	255
33	259
34	258
35	260
36	268
37	254
38	269
39	255
40	253
41	260
42	266
43	269
44	266
45	280
46	258
47	259
48	265
49	264
50	256
51	261
52	261
53	257
54	264
55	259
56	259
57	263
58	271
59	258
60	264
61	261
62	262
63	265
64	278
65	266
66	264
67	264
68	264
69	272
70	262
71	264
72	264
73	259
74	263
75	262
76	269
77	260
78	267
79	265
80	275
81	265
82	260
83	263
84	263
85	263
86	261
87	259
88	266
89	268
90	271
91	267
92	257
93	267
94	264
95	267
96	266
97	268
98	267
99	263
100	265
101	267
102	264
103	269
104	266
105	266
106	263
107	266
108	261
109	275
110	267
111	264
112	278
113	271
114	276
115	261
116	263
117	265
118	265
119	262
120	263
121	262
122	266
123	267
124	264
125	263
126	265
127	263
128	276
129	266
130	264
131	267
132	279
133	264
134	263
135	266
136	265
137	278
138	267
139	265
140	266
141	260
142	267
143	264
144	265
145	270
146	259
147	273
148	260
149	268
150	267
151	262
152	268
153	263
154	265
155	264
156	261
157	265
158	266
159	267
160	265
161	267
162	280
163	264
164	268
165	270
166	269
167	273
168	266
169	268
170	275
171	265
172	274
173	266
174	261
175	263
176	264
177	264
178	267
179	268
180	278
181	271
182	265
183	264
184	262
185	267
186	266
187	270
188	262
189	271
190	273
191	272
192	266
193	269
194	265
195	264
196	266
197	288
198	275
199	268
200	266
201	269
202	265
203	263
204	282
205	265
206	262
207	272
208	282
209	266
210	267
211	268
212	264
213	266
214	271
215	268
216	265
217	272
218	268
219	269
220	265
221	271
222	284
223	275
224	272
225	268
226	271
227	272
228	265
229	276
230	265
231	267
232	269
233	275
234	276
235	268
236	269
237	271
238	272
239	283
240	269
241	269
242	270
243	274
244	270
245	275
246	275
247	280
248	282
249	281
250	282
251	286
252	282
253	280
254	284
255	288
256	287
257	284
258	286
259	289
260	292
261	296
262	288
263	290
264	290
265	291
266	289
267	288
268	286
269	290
270	285
271	286
272	287
273	287
274	289
275	285
276	287
277	289
278	301
279	303
280	288
281	290
282	287
283	292
284	285
285	282
286	286
287	283
288	283
289	283
290	280
291	287
292	292
293	285
294	276
295	277
296	281
297	281
298	280
299	277
300	275
301	280
302	274
303	310
304	280
305	306
306	273
307	273
308	277
309	284
310	276
311	280
312	268
313	274
314	277
315	274
316	276
317	276
318	273
319	273
320	276
321	280
322	271
323	281
324	283
325	270
326	276
327	274
328	271
329	273
330	283
331	280
332	274
333	271
334	277
335	306
336	284
337	295
338	277
339	288
340	274
341	288
342	277
343	278
344	273
345	278
346	282
347	277
348	274
349	277
350	279
351	279
352	281
353	280
354	280
355	283
356	280
357	281
358	280
359	281
360	281
361	280
362	279
363	278
364	277
365	287
366	282
367	281
368	280
369	283
370	278
371	290
372	278
373	281
374	293
375	291
376	287
377	288
378	285
379	290
380	280
381	284
382	282
383	287
384	281
385	286
386	294
