Time - Plot 0	Amplitude - Plot 0
0	335
1	357
2	326
3	343
4	328
5	340
6	334
7	336
8	342
9	341
10	339
11	343
12	330
13	344
14	351
15	340
16	338
17	343
18	343
19	345
20	335
21	333
22	367
23	341
24	346
25	346
26	346
27	357
28	385
29	336
30	344
31	354
32	353
33	350
34	361
35	375
36	385
37	338
38	397
39	344
40	346
41	361
42	386
43	387
44	380
45	432
46	351
47	351
48	372
49	371
50	359
51	359
52	357
53	355
54	365
55	362
56	357
57	360
58	392
59	351
60	357
61	374
62	352
63	373
64	410
65	379
66	365
67	377
68	369
69	396
70	359
71	364
72	370
73	363
74	364
75	367
76	374
77	371
78	370
79	378
80	397
81	368
82	369
83	374
84	367
85	361
86	373
87	358
88	379
89	369
90	397
91	378
92	360
93	378
94	358
95	379
96	369
97	383
98	374
99	365
100	377
101	369
102	368
103	386
104	373
105	374
106	366
107	373
108	371
109	405
110	376
111	369
112	405
113	402
114	408
115	361
116	371
117	370
118	363
119	364
120	367
121	366
122	375
123	365
124	366
125	356
126	373
127	366
128	394
129	369
130	363
131	375
132	426
133	368
134	367
135	360
136	384
137	399
138	369
139	357
140	367
141	362
142	360
143	360
144	366
145	391
146	355
147	393
148	351
149	369
150	376
151	354
152	365
153	357
154	358
155	367
156	359
157	368
158	367
159	381
160	361
161	370
162	409
163	351
164	1530
165	396
166	366
167	382
168	381
169	377
170	390
171	357
172	379
173	360
174	353
175	361
176	360
177	372
178	374
179	395
180	408
181	382
182	353
183	365
184	355
185	360
186	368
187	366
188	346
189	387
190	384
191	374
192	379
193	371
194	361
195	362
196	376
197	446
198	393
199	362
200	373
201	363
202	362
203	362
204	411
205	356
206	352
207	392
208	399
209	360
210	363
211	359
212	353
213	351
214	371
215	359
216	354
217	375
218	363
219	365
220	361
221	366
222	407
223	401
224	364
225	350
226	366
227	366
228	355
229	382
230	366
231	363
232	373
233	374
234	387
235	348
236	373
237	361
238	374
239	397
240	379
241	359
242	371
243	378
244	369
245	371
246	397
247	411
248	404
249	402
250	412
251	411
252	431
253	415
254	420
255	436
256	425
257	435
258	436
259	428
260	454
261	464
262	441
263	434
264	435
265	446
266	430
267	447
268	433
269	442
270	426
271	444
272	442
273	434
274	432
275	436
276	439
277	428
278	472
279	491
280	445
281	442
282	423
283	448
284	417
285	416
286	427
287	418
288	419
289	415
290	408
291	425
292	445
293	411
294	377
295	382
296	392
297	385
298	394
299	379
300	374
301	375
302	374
303	486
304	395
305	467
306	365
307	374
308	372
309	405
310	367
311	391
312	365
313	366
314	391
315	359
316	372
317	360
318	367
319	372
320	371
321	376
322	369
323	384
324	402
325	371
326	372
327	363
328	364
329	366
330	401
331	393
332	366
333	365
334	368
335	481
336	382
337	421
338	372
339	399
340	357
341	392
342	368
343	367
344	372
345	367
346	379
347	376
348	367
349	370
350	371
351	379
352	377
353	370
354	370
355	374
356	365
357	369
358	363
359	363
360	373
361	375
362	376
363	364
364	356
365	380
366	362
367	364
368	377
369	363
370	370
371	399
372	372
373	363
374	391
375	391
376	401
377	385
378	369
379	390
380	377
381	371
382	371
383	373
384	377
385	374
386	379
387	411
388	372
389	379
390	382
391	390
392	399
393	365
394	393
395	380
396	374
397	385
398	392
399	371
400	367
401	372
402	399
403	379
404	377
405	381
406	385
407	379
408	359
409	366
410	370
411	371
412	372
413	373
414	405
415	373
416	375
417	407
418	367
419	391
420	375
421	393
422	375
423	363
424	416
425	372
426	366
427	371
428	374
429	366
430	372
431	382
432	366
433	380
434	380
435	374
436	370
437	383
438	371
439	364
440	371
441	371
442	373
443	384
444	417
445	388
446	375
447	370
448	470
449	371
450	369
451	385
452	370
453	393
454	364
455	391
456	399
457	375
458	359
459	379
460	389
461	377
462	405
463	391
464	399
465	378
466	367
467	369
468	382
469	373
470	374
471	382
472	375
473	419
474	386
475	381
476	377
477	394
478	376
479	417
480	389
481	381
482	384
483	388
484	380
485	381
486	385
487	389
488	383
489	381
490	381
491	375
492	387
493	388
494	408
495	410
496	376
497	374
498	415
499	394
500	399
501	406
502	377
503	380
504	429
505	398
506	389
507	394
508	407
509	387
510	404
511	376
512	385
513	379
514	399
515	379
516	415
517	377
518	380
519	392
520	399
521	394
522	382
523	388
524	414
525	379
526	396
527	387
528	378
529	377
530	382
531	396
532	384
533	391
534	399
535	428
536	378
537	388
538	382
539	377
540	375
541	391
542	465
543	374
544	393
545	372
546	380
547	382
548	423
549	378
550	381
551	389
552	369
553	364
554	379
555	386
556	371
557	382
558	390
559	377
560	388
561	399
562	387
563	378
564	413
565	368
566	372
567	369
568	377
569	377
570	385
571	370
572	451
573	379
574	383
575	377
576	378
577	385
578	377
579	409
580	386
581	359
582	391
583	380
584	373
585	379
586	364
587	369
588	379
589	355
590	373
591	363
592	381
593	380
594	382
595	367
596	373
597	373
598	413
599	374
600	379
601	388
602	368
603	403
604	390
605	375
606	397
607	377
608	409
609	425
610	370
611	371
612	374
613	374
614	386
615	367
616	383
617	367
618	367
619	361
620	362
621	373
622	375
623	375
624	375
625	380
626	394
627	374
628	381
629	381
630	369
631	371
632	395
633	378
634	361
635	390
636	368
637	370
638	378
639	358
640	374
641	379
642	376
643	384
644	391
645	392
646	368
647	380
648	383
649	373
650	382
651	525
652	378
653	368
654	375
655	374
656	379
657	370
658	384
659	377
660	371
661	381
662	379
663	380
664	393
665	386
666	392
667	379
668	375
669	384
670	390
671	384
672	387
673	410
674	396
675	404
676	408
677	418
678	441
679	418
680	427
681	431
682	448
683	450
684	431
685	439
686	433
687	431
688	427
689	465
690	427
691	425
692	440
693	440
694	439
695	431
696	443
697	428
698	509
699	438
700	440
701	443
702	452
703	435
704	431
705	450
706	448
707	435
708	430
709	434
710	443
711	468
712	442
713	432
714	425
715	448
716	454
717	427
718	421
719	406
720	416
721	418
722	419
723	421
724	403
725	392
726	397
727	406
728	402
729	398
730	386
731	374
732	391
733	396
734	380
735	386
736	377
737	389
738	384
739	399
740	387
741	383
742	414
743	386
744	380
745	370
746	372
747	380
748	391
749	386
750	375
751	400
752	375
753	372
754	378
755	370
756	372
757	385
758	401
759	375
760	375
761	383
762	374
763	375
764	382
765	371
766	374
767	405
768	377
769	382
770	371
771	382
772	382
773	441
774	367
775	395
776	369
777	390
778	388
779	376
780	382
781	391
782	374
783	376
784	378
785	374
786	379
787	424
788	401
789	387
790	374
791	383
792	386
793	377
794	387
795	375
796	385
797	379
798	381
799	383
800	373
801	384
802	389
803	399
804	370
805	384
806	382
807	380
808	427
809	379
810	381
811	373
812	375
813	387
814	381
815	375
816	405
817	373
818	380
819	378
820	390
821	397
822	389
823	506
824	386
825	375
826	544
827	412
828	373
829	374
830	383
831	373
832	394
833	419
834	394
835	385
836	383
837	375
838	372
839	391
840	391
841	421
842	385
843	377
844	383
845	387
846	380
847	386
848	380
849	382
850	385
851	375
852	380
853	380
854	367
855	396
856	394
857	376
858	384
859	381
860	404
861	389
862	393
863	369
864	388
865	384
866	380
867	375
868	381
869	388
870	373
871	380
872	377
873	367
874	390
875	379
876	375
877	413
878	386
879	395
880	393
881	372
882	408
883	387
884	381
885	381
886	393
887	378
888	421
889	388
890	379
891	375
892	371
893	402
894	375
895	664
896	395
897	379
898	378
899	425
