Time - Plot 0	Amplitude - Plot 0
0	252
1	257
2	245
3	253
4	251
5	252
6	252
7	248
8	254
9	254
10	253
11	255
12	255
13	252
14	259
15	256
16	251
17	255
18	254
19	254
20	253
21	252
22	266
23	254
24	257
25	255
26	255
27	259
28	269
29	252
30	256
31	255
32	252
33	252
34	258
35	262
36	265
37	254
38	270
39	259
40	253
41	260
42	265
43	269
44	264
45	275
46	258
47	259
48	272
49	264
50	259
51	260
52	262
53	260
54	262
55	259
56	260
57	259
58	274
59	259
60	262
61	268
62	261
63	263
64	278
65	266
66	263
67	265
68	267
69	269
70	261
71	260
72	265
73	263
74	264
75	263
76	265
77	267
78	269
79	265
80	273
81	265
82	258
83	262
84	265
85	261
86	263
87	257
88	265
89	264
90	267
91	267
92	262
93	262
94	262
95	267
96	260
97	269
98	262
99	264
100	267
101	262
102	265
103	269
104	266
105	266
106	263
107	262
108	263
109	274
110	263
111	260
112	276
113	273
114	274
115	264
116	260
117	266
118	265
119	262
120	259
121	263
122	265
123	263
124	262
125	258
126	264
127	261
128	269
129	263
130	266
131	264
132	281
133	265
134	261
135	261
136	265
137	275
138	262
139	259
140	264
141	261
142	263
143	259
144	266
145	272
146	259
147	273
148	259
149	262
150	268
151	259
152	264
153	260
154	263
155	261
156	259
157	265
158	267
159	267
160	262
161	261
162	274
163	258
164	260
165	268
166	264
167	269
168	269
169	268
170	270
171	260
172	267
173	261
174	260
175	257
176	262
177	263
178	266
179	267
180	277
181	269
182	259
183	263
184	259
185	263
186	266
187	265
188	260
189	268
190	268
191	267
192	269
193	262
194	259
195	259
196	263
197	288
198	268
199	264
200	266
201	255
202	261
203	262
204	273
205	259
206	259
207	270
208	272
209	264
210	261
211	261
212	261
213	261
214	267
215	263
216	260
217	271
218	263
219	266
220	262
221	262
222	278
223	277
224	263
225	260
226	265
227	260
228	259
229	265
230	263
231	262
232	262
233	272
234	272
235	261
236	268
237	263
238	268
239	273
240	266
241	264
242	261
243	266
244	264
245	265
246	271
247	275
248	273
249	273
250	275
251	275
252	273
253	278
254	274
255	280
256	274
257	278
258	278
259	276
260	287
261	285
262	278
263	281
