Time - Plot 0	Amplitude - Plot 0
0	466
1	469
2	459
3	469
4	481
5	473
6	465
7	456
8	473
9	468
10	476
11	463
12	476
13	475
14	479
15	483
16	480
17	479
18	477
19	490
20	477
21	485
22	501
23	479
24	479
25	487
26	497
27	497
28	503
29	496
30	492
31	504
32	501
33	499
34	499
35	521
36	517
37	518
38	529
39	515
40	522
41	521
42	523
43	535
44	532
45	540
46	531
47	534
48	539
49	532
50	532
51	535
52	535
53	551
54	538
55	542
56	551
57	547
58	552
59	536
60	547
61	559
62	548
63	555
64	572
65	550
66	559
67	558
68	563
69	568
70	566
71	569
72	566
73	566
74	575
75	581
76	574
77	584
78	579
79	583
80	595
81	593
82	584
83	590
84	584
85	595
86	611
87	600
88	605
89	601
90	605
91	615
92	613
93	605
94	594
95	619
96	611
97	611
98	621
99	619
100	624
101	634
102	635
103	632
104	630
105	626
106	624
107	631
108	644
109	648
110	631
111	635
112	648
113	659
114	659
115	642
116	660
117	665
118	660
119	672
120	661
121	668
122	673
123	665
124	680
125	684
126	695
127	705
128	723
129	705
130	714
131	715
132	729
133	712
134	710
135	720
136	725
137	746
138	758
139	758
140	766
141	763
142	771
143	768
144	769
145	795
146	866
147	1014
148	1212
149	1465
150	1622
151	1689
152	1802
153	1852
154	1882
155	1919
156	1907
157	1937
158	1921
159	1917
160	1994
161	1939
162	1924
163	2023
164	2027
165	2036
166	2109
167	2126
168	2074
169	2192
170	2163
171	2171
172	2187
173	2190
174	2205
175	2167
176	2280
177	2381
178	2413
179	2403
180	2442
181	2477
182	2506
183	2553
184	2566
185	2635
186	2536
187	2529
188	2616
189	2668
190	2722
191	2737
192	2857
193	2824
194	2917
195	2982
196	3077
197	3080
198	3099
199	3184
200	3195
201	3248
202	3344
203	3405
204	3498
205	3707
206	3721
207	3647
208	3814
209	3886
210	4064
211	4306
212	4263
213	4348
214	4382
215	4423
216	4560
217	4692
218	4834
219	4963
220	5317
221	5605
222	5597
223	5680
224	5967
225	6197
226	6398
227	6758
228	7503
229	8338
230	9148
231	9838
232	10519
233	11124
234	12296
235	13571
236	14711
237	15581
238	17237
239	19244
240	23690
241	28333
242	37861
243	51230
244	64177
245	56728
246	56528
247	56752
248	57175
249	57696
250	58352
251	58728
252	59114
253	59545
254	60074
255	60309
256	60541
257	60850
258	61219
259	61366
260	61431
261	61606
262	61883
263	61918
264	61939
265	62068
266	62285
267	62281
268	62248
269	62367
270	62489
271	62486
272	62443
273	62472
274	62663
275	62597
276	62532
277	62592
278	62699
279	62618
280	62566
281	62619
282	62716
283	62649
284	62594
285	62677
286	62778
287	62691
288	62637
289	62693
290	62875
291	62942
292	63166
293	63531
294	63989
295	64184
296	64478
297	65001
298	65535
299	65535
300	39321
301	35370
302	32323
303	29913
304	26985
305	25353
306	23205
307	21354
308	19887
309	18314
310	17361
311	16135
312	14776
313	13719
314	12795
315	11918
316	11020
317	9937
318	9171
319	8696
320	7868
321	7031
322	6080
323	5544
324	5135
325	4821
326	4717
327	4558
328	4328
329	4163
330	4083
331	3933
332	3859
333	3639
334	3575
335	3478
336	3424
337	3188
338	3082
339	3195
340	3106
341	3145
342	3030
343	3005
344	2971
345	2964
346	2872
347	2854
348	2740
349	2788
350	2863
351	2798
352	2690
353	2634
354	2612
355	2620
356	2637
357	2598
358	2521
359	2531
360	2481
361	2529
362	2364
363	2303
364	2310
365	2340
366	2363
367	2263
368	2217
369	2183
370	2173
371	2134
372	2165
373	2158
374	2094
375	2034
376	2061
377	2102
378	2035
379	1988
380	1954
381	1966
382	1908
383	1904
384	1900
385	1843
386	1832
387	1879
388	1850
389	1813
390	1817
391	1804
392	1766
393	1758
394	1780
395	1759
396	1682
397	1707
398	1739
399	1697
400	1624
401	1690
402	1694
403	1675
404	1661
405	1629
406	1611
407	1662
408	1595
409	1573
410	1602
411	1574
412	1582
413	1573
414	1539
415	1485
416	1510
417	1502
418	1510
419	1535
420	1504
421	1513
422	1452
423	1455
424	1447
425	1397
426	1431
427	1410
428	1383
429	1408
430	1390
431	1409
432	1424
433	1386
434	1361
435	1326
436	1341
437	1358
438	1381
439	1317
440	1299
441	1290
442	1299
443	1265
444	1266
445	1277
446	1282
447	1241
448	1260
449	1226
450	1228
451	1224
452	1226
453	1233
454	1194
455	1206
456	1210
457	1169
458	1179
459	1170
460	1149
461	1167
462	1157
463	1147
464	1157
465	1142
466	1144
467	1139
468	1104
469	1098
470	1092
471	1087
472	1073
473	1126
474	1084
475	1073
476	1063
477	1072
478	1065
479	1043
480	1050
481	1053
482	1028
483	1025
484	1026
485	1013
486	1019
487	1007
488	1007
489	997
490	1013
491	1003
492	1004
493	989
494	1009
495	987
496	961
497	954
498	980
499	975
500	958
501	971
502	983
503	945
504	971
505	961
506	949
507	937
508	944
509	935
510	938
511	918
512	919
513	928
514	926
515	917
516	913
517	900
518	913
519	899
520	928
521	897
522	904
523	908
524	902
525	868
526	895
527	885
528	871
529	863
530	854
531	873
532	853
533	860
534	837
535	859
536	865
537	865
538	822
539	850
540	838
541	850
542	873
543	830
544	818
545	824
546	816
547	817
548	808
549	785
550	786
551	820
552	828
553	810
554	804
555	797
556	800
557	794
558	783
559	783
560	806
561	791
562	778
563	779
564	787
565	763
566	757
567	763
568	769
569	754
570	770
571	760
572	776
573	754
574	740
575	755
576	745
577	755
578	746
579	732
580	734
581	732
582	735
583	727
584	739
585	735
586	719
587	732
588	744
589	724
590	720
591	708
592	723
593	724
594	715
595	693
596	705
597	712
598	731
599	712
600	687
601	687
602	690
603	697
604	698
605	684
606	685
607	685
608	685
609	683
610	684
611	687
612	692
613	676
614	663
615	683
616	678
617	662
618	676
619	677
620	660
621	675
622	667
623	664
624	664
625	651
626	655
627	657
628	662
629	664
630	648
631	643
