Time - Plot 0	Amplitude - Plot 0
0	585
1	671
2	559
3	622
4	574
5	597
6	595
7	593
8	628
9	607
10	600
11	632
12	583
13	620
14	650
15	633
16	605
17	622
18	635
19	630
20	613
21	594
22	719
23	622
24	652
25	620
26	644
27	680
28	768
29	638
30	623
31	701
32	654
33	637
34	679
35	727
36	769
37	640
38	814
39	655
40	640
41	720
42	768
43	783
44	778
45	898
46	684
47	717
48	778
49	737
50	705
51	722
52	718
53	690
54	722
55	708
56	737
57	723
58	825
59	701
60	735
61	748
62	722
63	767
64	892
65	796
66	759
67	742
68	763
69	847
70	748
71	756
72	761
73	747
74	762
75	755
76	775
77	755
78	784
79	769
80	857
81	776
82	762
83	759
84	759
85	737
86	774
87	743
88	765
89	755
90	835
91	784
92	737
93	777
94	751
95	808
96	765
97	786
98	771
99	747
100	809
101	778
102	764
103	814
104	779
105	789
106	755
107	776
108	762
109	859
110	772
111	749
112	851
113	838
114	861
115	740
116	774
117	759
118	743
119	740
120	747
121	733
122	782
123	757
124	743
125	724
126	759
127	762
128	827
129	741
130	760
131	770
132	918
133	747
134	745
135	727
136	771
137	828
138	760
139	722
140	755
141	722
142	742
143	739
144	746
145	816
146	708
147	848
148	700
149	763
150	771
151	716
152	746
153	730
154	743
155	748
156	711
157	744
158	763
159	783
160	731
161	753
162	858
163	707
164	724
165	780
166	762
167	797
168	793
169	759
170	834
171	725
172	783
173	726
174	712
175	715
176	727
177	751
178	759
179	819
180	876
181	817
182	700
183	741
184	718
185	738
186	755
187	743
188	698
189	798
190	785
191	774
192	754
193	763
194	723
195	724
196	791
197	982
198	823
199	739
200	762
201	725
202	740
203	733
204	872
205	731
206	690
207	827
208	866
209	732
210	730
211	726
212	716
213	712
214	758
215	734
216	709
217	767
218	747
219	731
220	727
221	739
222	878
223	864
224	746
225	684
226	741
227	733
228	711
229	761
230	746
231	710
232	742
233	779
234	803
235	699
236	774
237	708
238	763
239	816
240	763
241	745
242	734
243	782
244	737
245	741
246	770
247	794
248	778
249	755
250	748
251	722
252	736
253	716
254	697
255	758
256	704
257	733
258	752
259	723
260	799
261	845
262	763
263	730
264	742
265	772
266	707
267	766
268	729
269	794
270	734
271	759
272	768
273	734
274	727
275	731
276	763
277	726
278	840
279	906
280	760
281	749
282	726
283	779
284	724
285	719
286	763
287	750
288	737
289	740
290	739
291	777
292	861
293	776
294	705
295	735
296	809
297	775
298	794
299	737
300	720
301	741
302	717
303	1079
304	782
305	1016
306	711
307	731
308	725
309	831
310	715
311	811
312	723
313	718
314	793
315	713
316	727
317	716
318	725
319	731
320	748
321	753
322	715
323	776
324	838
325	723
326	727
327	717
328	723
329	726
330	815
331	788
332	719
333	715
334	736
335	1059
336	768
337	887
338	733
339	834
340	701
341	802
342	733
343	727
344	730
345	721
346	756
347	750
348	721
349	738
350	736
351	765
352	757
353	728
354	746
355	758
356	728
357	722
358	725
359	732
360	738
361	754
362	753
363	711
364	695
365	750
366	719
367	717
368	739
369	731
370	737
371	826
372	724
373	715
374	826
375	774
376	813
377	771
378	733
379	800
380	741
381	742
382	735
383	738
384	744
385	734
386	771
387	849
388	730
389	742
390	747
391	777
392	841
393	721
394	791
395	747
396	738
397	785
398	766
399	742
400	725
401	737
402	828
403	759
404	743
405	790
406	761
407	754
408	703
409	723
410	724
411	727
412	753
413	736
414	829
415	746
416	732
417	840
418	745
419	787
420	747
421	805
422	747
423	725
424	872
425	739
426	735
427	746
428	722
429	732
430	744
431	763
432	720
433	764
434	755
435	784
436	720
437	768
438	747
439	727
440	730
441	727
442	752
443	791
444	869
445	781
446	766
447	739
448	1025
449	750
450	721
451	780
452	748
453	792
454	729
455	775
456	822
457	759
458	710
459	767
460	810
461	734
462	854
463	783
464	823
465	742
466	731
467	724
468	761
469	744
470	767
471	764
472	750
473	885
474	789
475	780
476	746
477	809
478	769
479	901
480	766
481	774
482	812
483	793
484	784
485	783
486	795
487	794
488	782
489	806
490	779
491	791
492	811
493	812
494	869
495	877
496	768
497	777
498	907
499	822
500	862
501	881
502	810
503	819
504	931
505	845
506	823
507	815
508	905
509	853
510	862
511	793
512	814
513	803
514	868
515	823
516	892
517	788
518	832
519	834
520	865
521	864
522	793
523	813
524	886
525	784
526	832
527	843
528	805
529	810
530	789
531	832
532	811
533	827
534	861
535	936
536	821
537	803
538	788
539	799
540	783
541	850
542	1039
543	773
544	819
545	783
546	804
547	774
548	928
549	788
550	794
551	808
552	775
553	757
554	773
555	809
