Time - Plot 0	Amplitude - Plot 0
0	251
1	259
2	245
3	251
4	250
5	251
6	252
7	251
8	256
9	250
10	255
11	254
12	250
13	256
14	259
15	252
16	248
17	252
18	256
19	256
20	252
21	253
22	266
23	251
24	254
25	253
26	255
27	256
28	265
29	251
30	254
31	261
32	255
33	253
34	257
35	259
36	266
37	251
38	268
39	252
40	251
41	255
42	263
43	266
44	267
45	281
46	254
47	259
48	265
49	259
50	259
51	254
52	256
53	257
54	259
55	257
56	259
57	256
58	263
59	256
60	258
61	260
62	258
63	260
64	274
65	267
66	259
67	261
68	259
69	268
70	260
71	257
72	260
73	259
74	260
75	260
76	260
77	261
78	266
79	259
80	269
81	266
82	261
83	258
84	260
85	258
86	257
87	257
88	262
89	262
90	263
91	262
92	257
93	263
94	256
95	261
96	261
97	261
98	262
99	255
100	259
101	257
102	260
103	262
104	261
105	264
106	259
107	258
108	261
109	269
110	262
111	259
112	273
113	263
114	267
115	257
116	260
117	258
118	263
119	256
120	258
121	258
122	263
123	257
124	259
125	255
126	258
127	260
128	269
129	257
130	257
131	262
132	279
133	260
134	258
135	256
136	263
137	268
138	262
139	257
140	259
141	253
142	255
143	260
144	259
145	263
146	255
147	265
148	257
149	262
150	261
151	255
152	260
153	257
154	260
155	259
156	255
157	259
158	260
159	264
160	255
161	260
162	269
163	254
164	260
165	263
166	262
167	266
168	259
169	262
170	267
171	256
172	262
173	259
174	258
175	254
176	259
177	257
178	266
179	264
180	271
181	266
182	252
183	259
184	256
185	257
186	262
187	262
188	255
189	266
190	266
191	261
192	262
193	264
194	254
195	259
196	264
197	282
198	272
199	256
200	263
201	257
202	255
203	259
204	275
205	257
206	251
207	266
208	271
209	258
210	255
211	259
212	256
213	256
214	264
215	258
216	257
217	262
218	258
219	258
220	258
221	262
222	271
223	274
224	254
225	256
226	259
227	262
228	256
229	264
230	259
231	256
232	258
233	265
234	263
235	257
236	260
237	255
238	259
239	267
240	259
241	259
242	257
243	264
244	259
245	260
246	267
247	269
248	271
249	270
250	271
251	267
252	273
253	273
254	271
255	273
256	272
257	271
258	275
259	274
260	275
261	287
262	277
263	277
264	276
265	277
266	271
267	275
268	275
269	277
270	269
271	270
272	272
273	273
274	274
275	268
276	278
277	276
278	281
279	288
280	274
281	272
282	276
283	275
284	272
285	271
286	271
287	270
288	270
289	271
290	267
291	270
292	279
293	267
294	260
295	260
296	267
297	269
298	263
299	260
300	261
301	261
302	263
303	293
304	260
305	286
306	259
307	260
308	261
309	268
310	260
311	265
312	261
313	261
314	267
315	259
316	261
317	259
318	258
319	260
320	259
321	262
322	261
323	261
324	269
325	262
326	261
327	257
328	258
329	257
330	267
331	263
332	258
333	257
334	262
335	290
336	262
337	275
338	260
339	268
340	254
341	268
342	261
343	259
344	259
345	260
346	263
347	259
348	261
349	260
350	258
351	259
352	260
353	259
354	259
355	261
356	259
357	261
358	255
359	257
360	258
361	260
362	261
363	255
364	254
365	266
366	258
367	256
368	261
369	261
370	258
371	264
372	258
373	260
374	269
375	259
376	268
377	265
378	258
379	265
380	260
381	258
382	259
383	262
384	260
385	258
386	264
387	272
388	261
389	262
390	258
391	263
392	268
393	262
394	265
395	257
396	259
397	267
398	257
399	258
400	257
401	260
402	267
403	258
404	262
405	266
406	263
407	258
408	257
409	257
410	261
411	260
412	256
413	262
414	267
415	259
416	258
417	267
418	261
419	264
420	262
421	263
422	260
423	258
424	270
425	263
426	262
427	259
428	261
429	261
430	259
431	260
432	257
433	261
434	259
435	265
436	256
437	261
438	258
439	255
440	258
441	262
442	261
443	261
444	272
445	264
446	266
447	258
448	294
449	262
450	258
451	262
452	260
453	270
454	261
455	259
456	270
457	260
458	253
459	266
460	267
461	255
462	275
463	267
464	269
465	260
466	260
467	262
468	263
469	263
470	260
471	261
472	262
473	280
474	264
475	265
476	259
477	265
478	259
479	273
480	265
481	263
482	263
483	262
484	263
485	261
486	262
487	263
488	260
489	261
490	262
491	256
492	267
493	263
494	271
495	268
496	259
497	259
498	271
499	261
500	269
501	267
502	262
503	264
504	279
505	269
506	263
507	262
508	271
509	265
510	268
511	259
512	266
513	260
514	267
515	262
516	271
517	264
518	267
519	266
520	268
521	266
522	261
523	267
524	272
525	259
526	267
527	261
528	261
529	265
530	258
531	264
532	262
533	263
534	264
535	273
536	263
537	264
538	264
539	260
540	257
541	266
542	287
543	261
544	264
545	260
546	260
547	260
548	278
549	261
550	262
551	269
552	258
553	256
554	259
555	266
556	258
557	262
558	269
559	261
560	264
561	262
562	262
563	259
564	270
565	259
566	261
567	261
568	259
569	262
570	259
571	260
572	277
573	263
574	262
575	260
576	259
577	264
578	259
579	268
580	261
581	257
582	259
583	261
584	259
585	259
586	259
587	259
588	263
589	254
590	262
591	260
592	259
593	261
594	265
595	259
596	264
597	258
598	269
599	259
600	265
601	264
602	264
603	265
604	266
605	261
606	266
607	260
608	274
609	272
610	263
611	259
612	263
613	261
614	266
615	257
616	261
617	260
618	259
619	259
620	262
621	261
622	263
623	262
624	257
625	262
626	271
627	263
628	263
629	263
630	263
631	262
632	267
633	266
634	259
635	263
636	257
637	258
638	260
639	257
640	266
641	264
642	259
643	262
644	264
645	265
646	257
647	264
648	262
649	263
650	261
651	299
652	260
653	258
654	264
655	258
656	266
657	260
658	265
659	258
660	256
661	267
662	258
663	260
664	266
665	266
666	267
667	263
668	259
669	264
670	262
671	262
672	263
673	270
674	264
675	268
676	269
677	270
678	280
679	268
680	271
681	276
682	275
683	275
684	273
685	280
686	276
687	276
688	272
689	278
690	276
691	272
692	275
693	278
694	277
695	275
696	276
697	273
698	298
699	275
700	279
701	276
702	280
703	273
704	276
705	276
706	273
707	274
708	273
709	273
710	274
711	284
712	307
713	271
714	271
715	277
716	280
717	272
718	272
719	273
720	273
721	270
722	272
723	273
724	269
725	262
726	267
727	272
728	269
729	268
730	263
731	259
732	262
733	268
734	264
735	259
736	262
737	264
738	261
739	267
740	263
741	263
742	276
743	262
744	261
745	260
746	262
747	262
748	269
749	266
750	263
751	269
752	259
753	262
754	260
755	259
756	261
757	263
758	268
759	265
760	265
761	263
762	261
763	262
764	262
765	259
766	258
767	268
768	262
769	264
770	261
771	260
772	263
773	283
774	260
775	266
776	258
777	268
778	264
779	263
780	264
781	267
782	262
783	260
784	259
785	261
786	263
787	271
788	272
789	264
790	266
791	265
792	260
793	259
794	262
795	263
796	262
797	258
798	264
799	264
800	259
801	267
802	266
803	269
804	263
805	264
806	262
807	262
808	276
809	264
810	260
811	257
812	260
813	266
814	265
815	261
816	271
817	262
818	266
819	259
820	264
821	266
822	264
823	299
824	267
825	263
826	312
827	271
828	263
829	257
830	266
831	264
832	268
833	271
834	268
835	265
836	266
837	261
838	261
839	268
840	269
841	277
842	263
843	262
844	263
845	264
846	264
847	269
848	265
849	266
850	261
851	262
852	266
853	266
854	263
855	264
856	267
857	263
858	265
859	260
860	274
861	267
862	267
863	262
864	265
865	265
866	264
867	260
868	264
869	264
870	267
871	266
872	261
873	261
874	267
875	268
876	263
877	271
878	267
879	268
880	268
881	263
882	274
883	265
884	263
885	263
886	270
887	262
888	280
889	268
890	263
