Time - Plot 0	Amplitude - Plot 0
0	395
1	434
2	373
3	403
4	387
5	392
6	394
7	385
8	412
9	398
10	389
11	404
12	380
13	408
14	424
15	420
16	403
17	395
18	416
19	415
20	403
21	394
22	454
23	409
24	424
25	406
26	421
27	439
28	473
29	406
30	409
31	442
32	416
33	410
34	428
35	451
36	475
37	407
38	504
39	424
40	415
41	449
42	475
43	488
44	481
45	544
46	439
47	443
48	476
49	459
50	447
51	442
52	452
53	438
54	449
55	436
56	453
57	451
58	493
59	436
60	446
61	463
62	453
63	471
64	525
65	469
66	451
67	461
68	466
69	508
70	457
71	453
72	463
73	451
74	463
75	458
76	468
77	457
78	474
79	466
80	498
81	469
82	462
83	458
84	456
85	449
86	466
87	443
88	468
89	457
90	495
91	465
92	448
93	464
94	452
95	484
96	463
97	479
98	461
99	461
100	482
101	460
102	458
103	489
104	470
105	475
106	452
107	461
108	459
109	504
110	468
111	454
112	515
113	496
114	510
115	452
116	464
117	459
118	455
119	450
120	459
121	454
122	475
123	457
124	451
125	440
126	463
127	465
128	498
129	444
130	456
131	472
132	539
133	462
134	450
135	457
136	471
137	500
138	467
139	450
140	456
141	443
142	442
143	451
144	456
145	496
146	425
147	498
148	428
149	458
150	474
151	433
152	450
153	444
154	444
155	463
156	436
157	457
158	471
159	478
160	444
161	459
162	504
163	440
164	442
165	479
166	459
167	482
168	474
169	468
170	500
171	452
172	480
173	445
174	443
175	439
176	444
177	462
178	470
179	491
180	518
181	479
182	439
183	453
184	433
185	456
186	460
187	454
188	442
189	479
190	478
191	470
192	467
193	463
194	445
195	450
196	469
197	564
198	490
199	447
200	467
201	447
202	462
203	454
204	517
205	445
206	424
207	499
208	505
209	445
210	448
211	448
212	442
213	440
214	463
215	448
216	435
217	459
218	461
219	450
220	441
221	448
222	514
223	515
224	454
225	434
226	452
227	457
228	441
229	464
230	452
231	451
232	461
233	479
234	484
235	441
236	467
237	439
238	468
239	498
240	461
241	464
242	464
243	477
244	470
245	481
246	511
247	533
248	531
249	537
250	551
251	552
252	569
253	574
254	580
255	594
256	585
257	590
258	590
259	595
260	622
261	619
262	607
263	592
264	588
265	612
266	583
267	600
268	595
269	632
270	582
271	602
272	602
273	589
274	586
275	595
276	598
277	596
278	641
279	686
280	588
281	589
282	575
283	590
284	564
285	558
286	564
287	551
288	556
289	531
290	542
291	553
292	582
293	531
294	483
295	482
296	519
297	500
298	509
299	475
300	474
301	486
302	468
303	653
304	501
305	609
306	455
307	464
308	471
309	528
310	459
311	498
312	466
313	463
314	498
315	447
316	470
317	465
318	457
319	481
320	470
321	485
322	465
323	481
324	519
325	466
326	474
327	455
328	461
329	464
330	507
331	503
332	464
333	458
334	463
335	638
336	482
337	543
338	474
339	512
340	451
341	501
342	467
343	462
344	459
345	463
346	480
347	479
348	471
349	455
350	471
351	479
352	482
353	460
354	475
355	475
356	459
357	467
358	463
359	458
360	468
361	478
362	464
363	455
364	439
365	486
366	464
367	463
368	471
369	469
370	470
371	510
372	463
373	456
374	513
375	493
376	509
377	498
378	462
379	495
380	467
381	470
382	461
383	469
384	484
385	468
386	484
387	531
388	461
389	473
390	474
391	496
392	527
393	463
394	507
395	473
396	472
397	498
398	495
399	464
400	464
401	463
402	514
403	474
404	482
405	499
406	485
407	474
408	451
409	458
410	459
411	473
412	479
413	471
414	521
415	462
416	471
417	521
418	475
419	512
420	472
421	499
422	477
423	466
424	530
425	462
426	471
427	471
428	463
429	456
430	467
431	479
432	457
433	480
434	488
435	483
436	456
437	479
438	469
439	461
440	462
441	460
442	471
443	499
444	531
445	504
446	480
447	464
448	624
449	476
450	461
451	487
452	475
453	498
